fid,OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,Teilnehmer,color,symbol
7703,162921,"9,20050800712714E+018",9,7,72,115,2020,5,11,6,2,0,7,0,1,0,0,0,0,0,617384315,5368612075,10.587791975,48.45968646,0,1,#66c2a5,bicycle
7704,162922,"9,20050900111117E+018",9,1,78,145,2020,5,8,7,3,5,3,0,1,1,0,0,0,0,697681.6678,5353897.5169,11.666031399,48.307351974,0,1,#66c2a5,bicycle
7705,162924,"9,20050700120915E+018",9,1,79,113,2020,5,7,5,3,1,5,0,0,1,0,0,0,0,670992.0385,5334468.7428,11.298570237,48.140474401,0,2,#fc8d62,car
7706,162927,"9,20050700715015E+018",9,7,61,0,2020,5,17,5,2,0,1,0,0,0,0,1,0,0,640211.9139,5360562.0293,10.893715117,48.382630751,0,4,#e78ac3,marker
7707,162930,"9,20050800857115E+018",9,1,62,0,2020,5,16,6,3,6,7,0,0,1,1,0,0,0,700867636,5331938.7077,11.698554628,48.109008278,0,2,#fc8d62,car
7708,162934,"9,20050800858215E+018",9,1,62,0,2020,5,18,6,3,0,1,0,1,0,0,0,0,0,690448392,5335603.0351,11.560363676,48.145143747,0,1,#66c2a5,bicycle
7709,162936,"9,20050600858215E+018",9,1,62,0,2020,5,16,4,3,4,6,0,0,1,0,0,0,1,687487.6604,5334801.8648,11.520247503,48.138822079,0,2,#fc8d62,car
7710,162937,"9,20050700858218E+018",9,1,62,0,2020,5,12,5,3,5,6,0,0,1,0,1,0,0,695681.5563,5334463.8252,11.630118392,48.133317062,0,2,#fc8d62,car
7711,162939,"9,20050700710715E+018",9,7,61,0,2020,5,14,5,3,5,3,0,1,1,0,0,0,0,643196.2225,5362162.1344,10.934543274,48.396347667,0,1,#66c2a5,bicycle
7712,162941,"9,20050700210917E+018",9,2,74,146,2020,5,15,5,3,9,1,0,0,0,0,1,0,0,734880.3488,5377808.5836,12.180352811,48.509424783,0,4,#e78ac3,marker
7713,162943,"9,20050700854215E+018",9,1,62,0,2020,5,13,5,3,3,3,0,1,0,0,0,0,0,689880.4981,5335968.4414,11.552899833,48.148597776,0,1,#66c2a5,bicycle
7714,162945,"9,20050700857114E+018",9,1,84,121,2020,5,18,5,3,0,6,0,0,1,0,1,0,0,703551.3857,5330256.2302,11.733764764,48.093036335,0,2,#fc8d62,car
7715,162949,"9,20050600851415E+018",9,1,62,0,2020,5,6,4,3,5,2,0,0,1,0,1,0,0,689728.6417,5333349.0042,11.549693519,48.125099457,0,2,#fc8d62,car
7716,162952,"9,20050600851315E+018",9,1,62,0,2020,5,14,4,3,5,2,0,0,1,0,1,0,0,692225.2932,5337117.4273,11.584910966,48.158220371,0,2,#fc8d62,car
7717,162953,"9,20050700851416E+018",9,1,62,0,2020,5,18,5,3,2,6,0,0,1,0,0,0,0,689143143,5334940.8767,11.542539947,48.139581608,0,2,#fc8d62,car
7718,162957,"9,20050900121714E+018",9,1,79,142,2020,5,17,7,3,0,7,0,1,0,0,0,0,0,672983.0385,5342906.7387,11.328746172,48.215789397,0,1,#66c2a5,bicycle
7719,162959,"9,20051300858216E+018",9,1,62,0,2020,5,18,4,3,5,3,0,0,1,0,0,0,0,686887084,5336736238,11.513031699,48.156385466,0,2,#fc8d62,car
7720,162963,"9,20051200740715E+018",9,7,62,0,2020,5,17,3,3,1,5,0,1,1,0,0,0,0,621808.8563,5307964.9968,10.630221623,47.913433504,0,1,#66c2a5,bicycle
7721,162964,"9,20051400857115E+018",9,1,62,0,2020,5,17,5,3,3,2,0,1,1,0,0,0,0,689887.1293,5335954.1758,11.552982533,48.148467577,0,1,#66c2a5,bicycle
7722,162966,"9,20051300858215E+018",9,1,62,0,2020,5,14,4,3,5,3,0,1,1,0,0,0,0,691016.9176,5336915.4998,11.568587919,48.156769602,1,1,#66c2a5,bicycle
7723,162967,"9,20051300857118E+018",9,1,62,0,2020,5,9,4,3,0,7,0,1,0,0,0,0,0,691083518,5334222.5997,11.568274021,48.13254606,0,1,#66c2a5,bicycle
7724,162968,"9,20051200715017E+018",9,7,61,0,2020,5,17,3,2,5,3,0,1,1,0,0,0,0,640846.9493,5357118.3738,10.901133839,48.35152515,0,1,#66c2a5,bicycle
7725,162969,"9,20051300857117E+018",9,1,62,0,2020,5,19,4,3,0,7,0,0,0,0,1,0,0,691426763,5338423552,11.574772011,48.170200492,1,4,#e78ac3,marker
7726,162970,"9,20051200712315E+018",9,7,72,147,2020,5,19,3,3,3,7,0,1,1,0,0,0,0,638967342,5367364.05,10.879168445,48.444067859,0,1,#66c2a5,bicycle
7727,162971,"9,20051200712118E+018",9,7,71,130,2020,5,10,3,3,1,5,0,0,1,0,0,0,0,648031.0816,5357019.2677,10.99800966,48.348991047,0,2,#fc8d62,car
7728,162972,"9,20051200710615E+018",9,7,61,0,2020,5,9,3,2,0,7,0,0,0,0,1,0,0,638810.5361,5356948.1105,10.873605846,48.35044506,1,4,#e78ac3,marker
7729,162973,"9,20051200710615E+018",9,7,61,0,2020,5,14,3,3,0,1,0,1,0,0,0,0,0,639078.4842,5356752.4169,10.87715583,48.348626473,0,1,#66c2a5,bicycle
7730,162978,"9,20051300857115E+018",9,1,62,0,2020,5,12,4,3,1,6,0,0,1,0,0,0,0,684259.5528,5332185.5352,11.47576581,48.116247981,1,2,#fc8d62,car
7731,162980,"9,20051300857115E+018",9,1,62,0,2020,5,14,4,3,6,2,0,0,1,1,0,0,0,687609045,5330686991,11.520066809,48.101800669,1,2,#fc8d62,car
7732,162983,"9,20051500131315E+018",9,1,86,143,2020,5,17,6,3,5,3,0,0,1,0,1,0,0,684855.6222,5378218.8351,11.503949022,48.529829323,0,2,#fc8d62,car
7733,162986,"9,20051300854325E+018",9,1,62,0,2020,5,20,4,3,2,6,0,0,1,0,0,0,0,689777.2748,5340131.0416,11.553371094,48.186041972,1,2,#fc8d62,car
7734,162989,"9,20051300854217E+018",9,1,62,0,2020,5,17,4,3,2,6,0,0,1,0,0,0,0,688636.1787,5337937.0589,11.537060106,48.166662148,1,2,#fc8d62,car
7735,162990,"9,20051300851516E+018",9,1,62,0,2020,5,17,4,3,4,6,0,0,1,0,0,0,0,688944.3053,5332413.5615,11.538749282,48.116924821,1,2,#fc8d62,car
7736,162994,"9,20051500120915E+018",9,1,79,123,2020,5,15,6,3,0,7,0,1,1,0,0,0,0,676097.5083,5333275.2535,11.366647589,48.128353255,0,1,#66c2a5,bicycle
7737,162997,"9,20051300715019E+018",9,7,61,0,2020,5,21,4,3,0,1,2,1,0,0,0,0,0,638920.7668,5359184.4375,10.875831269,48.370529416,1,1,#66c2a5,bicycle
7738,163001,"9,20051400857118E+018",9,1,62,0,2020,5,9,5,3,3,2,0,1,0,0,0,1,0,684073.7279,5335088.6372,11.474525481,48.142396507,1,1,#66c2a5,bicycle
7739,163003,"9,20051300712315E+018",9,7,72,184,2020,5,14,4,3,2,6,0,0,1,0,0,0,1,634950.5151,5360927.2926,10.822809623,48.387062687,0,2,#fc8d62,car
7740,163004,"9,20051200141315E+018",9,1,63,0,2020,5,15,3,3,3,2,0,1,0,0,0,1,0,732828.1167,5304688.0975,12.112546705,47.853315145,0,1,#66c2a5,bicycle
7741,163005,"9,20051400858217E+018",9,1,62,0,2020,5,16,5,3,2,2,0,0,1,0,0,0,0,687501.1124,5338874.5023,11.522222859,48.175423872,0,2,#fc8d62,car
7742,163006,"9,20051200141315E+018",9,1,63,0,2020,5,15,3,3,0,3,0,0,1,0,1,0,0,733255.1522,5304222351,12.117995693,47.848976019,0,2,#fc8d62,car
7743,163007,"9,20051200140115E+018",9,1,87,122,2020,5,16,3,3,0,1,0,1,0,0,0,0,0,720693.5965,5308242.3837,11.952370861,47.889533154,0,1,#66c2a5,bicycle
7744,163008,"9,20051300711316E+018",9,7,61,0,2020,5,7,4,3,0,6,0,1,1,0,0,0,0,637276454,5360182.6106,10.853966406,48.379864677,0,1,#66c2a5,bicycle
7745,163010,"9,20051200121514E+018",9,1,81,130,2020,5,23,3,2,9,1,2,0,1,0,0,0,0,638145.6261,5323477.8544,10.853742004,48.049621954,0,2,#fc8d62,car
7746,163011,"9,20051200120914E+018",9,1,79,123,2020,5,11,3,3,3,6,0,0,1,0,1,0,0,676060.7563,5333083.2111,11.366074761,48.126637093,0,2,#fc8d62,car
7747,163012,"9,20051200120715E+018",9,1,88,120,2020,5,17,3,3,0,7,0,1,0,0,0,0,0,676480.9705,5326945.7432,11.369179294,48.071349055,0,1,#66c2a5,bicycle
7748,163013,"9,20051400852815E+018",9,1,84,146,2020,5,10,5,3,0,7,0,1,0,0,0,0,0,697999793,5328280.1701,11.658373427,48.077025637,1,1,#66c2a5,bicycle
7749,163014,"9,20051200120116E+018",9,1,74,136,2020,5,23,3,2,9,1,2,0,1,0,0,0,0,683030.4188,5363114.2868,11.472643197,48.394603759,0,2,#fc8d62,car
7750,163015,"9,20051300710715E+018",9,7,61,0,2020,5,10,4,2,0,7,0,1,0,0,0,0,0,641802.2318,5362328.0894,10.915777876,48.398154887,0,1,#66c2a5,bicycle
7751,163016,"9,20051300710415E+018",9,7,61,0,2020,5,16,4,3,4,6,0,1,1,0,0,0,0,639868.3667,5359867.1815,10.888846528,48.376459154,1,1,#66c2a5,bicycle
7752,163017,"9,20051200110914E+018",9,1,78,142,2020,5,10,3,2,0,1,0,1,0,0,0,0,0,713962.3133,5377976.4157,11.897597809,48.518406326,0,1,#66c2a5,bicycle
7753,163019,"9,20051100858217E+018",9,1,62,0,2020,5,15,2,3,5,7,0,1,1,0,0,0,0,692013.7648,5341886.1088,11.58422412,48.201143998,0,1,#66c2a5,bicycle
7754,163021,"9,20051100858217E+018",9,1,62,0,2020,5,7,2,3,5,3,0,1,1,0,0,0,0,688197.3714,5330054.8974,11.527682871,48.095945738,0,1,#66c2a5,bicycle
7755,163023,"9,20051100858215E+018",9,1,62,0,2020,5,16,2,3,0,7,0,1,0,0,0,0,0,687464.5673,5336048.5354,11.520486283,48.150034265,1,1,#66c2a5,bicycle
7756,163024,"9,20051100858215E+018",9,1,62,0,2020,5,13,2,3,4,2,0,0,1,0,1,0,0,689433.1803,5337154.5928,11.547419922,48.159392325,0,2,#fc8d62,car
7757,163025,"9,20051100857115E+018",9,1,84,138,2020,5,9,2,3,1,7,0,1,1,0,0,0,0,682258.8325,5331124.4255,11.448455719,48.107285656,0,1,#66c2a5,bicycle
7758,163026,"9,20051100857114E+018",9,1,62,0,2020,5,13,2,2,6,4,0,0,1,1,0,0,0,686688.6974,5330023.6155,11.507426357,48.096108317,0,2,#fc8d62,car
7759,163027,"9,20051100857114E+018",9,1,62,0,2020,5,12,2,3,0,7,0,0,1,1,0,0,0,688401.6158,5331748003,11.531170815,48.111103424,0,2,#fc8d62,car
7760,163032,"9,20051100711315E+018",9,7,61,0,2020,5,8,2,3,4,6,0,0,1,0,1,0,0,636613288,5360880013,10.845241688,48.386279607,0,2,#fc8d62,car
7761,163033,"9,20051500121523E+018",9,1,81,130,2020,5,13,6,3,1,6,0,0,1,0,0,0,0,639266.4224,5323413.0774,10.868752355,48.048795875,0,2,#fc8d62,car
7762,163034,"9,20051100711314E+018",9,7,61,0,2020,5,8,2,3,0,1,0,1,0,0,0,0,0,638595.4958,5358337.2976,10.871162456,48.362983613,1,1,#66c2a5,bicycle
7763,163043,"9,20051500120518E+018",9,1,79,121,2020,5,14,6,3,0,3,0,1,0,0,0,0,1,666011.4901,5338039.1703,11.233065614,48.173891966,0,1,#66c2a5,bicycle
7764,163054,"9,20051400858216E+018",9,1,62,0,2020,5,21,5,2,5,2,2,1,1,0,0,0,0,690874.7029,5336684.8963,11.566574121,48.154739662,1,1,#66c2a5,bicycle
7765,163061,"9,20051100210915E+018",9,2,61,0,2020,5,9,2,3,5,3,0,1,1,0,0,0,0,733738.0978,5381203.6567,12.166813659,48.540347431,1,1,#66c2a5,bicycle
7766,163064,"9,20051400851116E+018",9,1,62,0,2020,5,12,5,3,6,4,0,0,1,1,0,0,0,691246.3416,5334771.9947,11.570706822,48.137435068,1,2,#fc8d62,car
7767,163069,"9,20051400857115E+018",9,1,62,0,2020,5,12,5,3,4,7,0,0,1,0,0,1,1,690832.5264,5337033.6779,11.566164011,48.157887136,1,2,#fc8d62,car
7768,163077,"9,20051100121714E+018",9,1,79,126,2020,5,16,2,3,0,7,0,0,1,1,0,0,0,676227.1295,5340926.1335,11.371557986,48.197092867,1,2,#fc8d62,car
7769,163079,"9,20051000858217E+018",9,1,62,0,2020,5,21,1,3,6,2,2,0,1,1,0,0,0,691251264,5337075.6116,11.571807832,48.158138231,0,2,#fc8d62,car
7770,163080,"9,20051000858216E+018",9,1,62,0,2020,5,14,1,3,2,6,0,1,0,0,0,0,0,690174.8326,5333909267,11.555933544,48.130001983,0,1,#66c2a5,bicycle
7771,163082,"9,20051000858216E+018",9,1,62,0,2020,5,16,1,3,1,5,0,1,1,0,0,0,0,692451698,5337654.4405,11.588195218,48.16297843,0,1,#66c2a5,bicycle
7772,163084,"9,20051000858215E+018",9,1,62,0,2020,5,14,1,3,6,7,0,0,1,1,0,0,0,691741415,5335366146,11.577622051,48.142626235,0,2,#fc8d62,car
7773,163086,"9,20051000858214E+018",9,1,62,0,2020,5,18,1,3,5,3,0,0,1,1,0,0,0,696458.9981,5332638.1296,11.639714878,48.116669254,0,2,#fc8d62,car
7774,163087,"9,20051000857116E+018",9,1,62,0,2020,5,18,1,3,1,6,0,1,1,0,0,0,0,693495.4025,5335377.7386,11.601181467,48.142199426,0,1,#66c2a5,bicycle
7775,163088,"9,20051000857115E+018",9,1,84,144,2020,5,15,1,1,9,7,0,1,0,0,0,0,0,688663.9546,5320507.9147,11.529733964,48.009996543,1,1,#66c2a5,bicycle
7776,163090,"9,20051000854115E+018",9,1,62,0,2020,5,17,1,3,5,3,0,0,1,0,0,0,0,686221.1328,5335217.7033,11.503421331,48.142931705,0,2,#fc8d62,car
7777,163096,"9,20051000712515E+018",9,7,72,151,2020,5,19,1,3,5,3,1,1,0,0,0,0,0,632007.9242,5343347.3789,10.777583268,48.229600617,0,1,#66c2a5,bicycle
7778,163097,"9,20051500110915E+018",9,1,78,142,2020,5,21,6,2,0,1,2,1,0,0,0,0,0,713735648,5377005.8579,11.894035157,48.509763157,0,1,#66c2a5,bicycle
7779,163098,"9,20051000711316E+018",9,7,61,0,2020,5,19,1,3,0,6,0,1,0,1,0,0,0,638182.2855,5358785.1174,10.865733944,48.36710092,0,1,#66c2a5,bicycle
7780,163100,"9,20051000711315E+018",9,7,61,0,2020,5,22,1,3,0,1,2,1,0,0,0,0,0,639097.4759,5359071.7865,10.878178757,48.369477563,0,1,#66c2a5,bicycle
7781,163101,"9,20051500120915E+018",9,1,79,145,2020,5,19,6,3,5,2,0,1,1,0,0,0,0,675654.1344,5338121.3101,11.362694087,48.172038411,0,1,#66c2a5,bicycle
7782,163102,"9,20051000710118E+018",9,7,71,113,2020,5,3,1,3,7,1,2,0,1,0,0,0,0,657017.9366,5369191.7457,11.123776299,48.456256156,0,2,#fc8d62,car
7783,163109,"9,20051400858215E+018",9,1,62,0,2020,5,17,5,3,1,7,0,1,1,0,0,0,0,690836.3545,5338276501,11.566773046,48.169056348,0,1,#66c2a5,bicycle
7784,163119,"9,20051400857115E+018",9,1,62,0,2020,5,18,5,3,0,7,0,1,0,0,0,0,0,689672.3406,5340118.8517,11.551955261,48.185963748,1,1,#66c2a5,bicycle
7785,163140,"9,20051000121914E+018",9,1,88,139,2020,5,17,1,3,0,7,0,0,0,0,1,0,1,673559.7132,5320926.4525,11.327556096,48.018039227,1,4,#e78ac3,marker
7786,163141,"9,20051500121917E+018",9,1,88,137,2020,5,19,6,2,5,3,0,1,0,0,0,0,0,671548.1321,5314127.3105,11.297885749,47.957458485,0,1,#66c2a5,bicycle
7787,163142,"9,20051000120914E+018",9,1,79,123,2020,5,13,1,3,0,1,0,1,0,0,0,0,0,676179927,5333990361,11.368049968,48.134758755,0,1,#66c2a5,bicycle
7788,163143,"9,20051000110314E+018",9,1,75,115,2020,5,14,1,3,0,1,0,1,0,0,0,0,0,721029.4863,5329744.9306,11.967923463,48.082621629,0,1,#66c2a5,bicycle
7789,163145,"9,20050900858216E+018",9,1,62,0,2020,5,0,7,3,0,7,2,1,0,0,0,0,0,690224.7584,5336157.7437,11.557608151,48.150196365,0,1,#66c2a5,bicycle
7790,163147,"9,20050900858215E+018",9,1,62,0,2020,5,14,7,3,3,5,0,1,1,0,0,0,0,694448147,5337645669,11.615011677,48.162292155,0,1,#66c2a5,bicycle
7791,163149,"9,20050900858215E+018",9,1,62,0,2020,5,17,7,3,4,7,0,0,1,0,1,0,0,692113.7453,5336717.7008,11.583232057,48.154661425,0,2,#fc8d62,car
7792,163150,"9,20051500120915E+018",9,1,88,121,2020,5,14,6,3,5,3,0,0,1,0,0,0,0,670505.9789,5331262.3202,11.290758964,48.111779793,0,2,#fc8d62,car
7793,163151,"9,20050900858215E+018",9,1,62,0,2020,5,12,7,3,5,2,0,0,1,0,1,0,0,692096.0301,5332495056,11.581089936,48.116714374,0,2,#fc8d62,car
7794,163153,"9,20050900857115E+018",9,1,84,134,2020,5,13,7,3,6,6,0,0,1,1,0,0,0,693381.8529,5322685.6865,11.593910783,48.028160298,0,2,#fc8d62,car
7795,163154,"9,20051300121724E+018",9,1,79,134,2020,5,13,4,3,1,3,0,0,1,0,0,0,0,671051.9736,5342773.4602,11.302717801,48.215114739,1,2,#fc8d62,car
7796,163156,"9,20050900857115E+018",9,1,62,0,2020,5,18,7,3,5,7,0,1,1,0,0,0,0,692033.9287,5335619.9472,11.581664702,48.144819134,0,1,#66c2a5,bicycle
7797,163157,"9,20050900854715E+018",9,1,62,0,2020,5,16,7,3,1,6,0,0,1,0,1,0,0,691359.5335,5339598.5731,11.574397675,48.180781614,0,2,#fc8d62,car
7798,163158,"9,20051400110116E+018",9,1,77,123,2020,5,15,5,3,5,3,0,0,1,0,0,0,0,726145686,5343974532,12.044080496,48.20867043,0,2,#fc8d62,car
7799,163159,"9,20050900854715E+018",9,1,62,0,2020,5,11,7,3,5,2,0,1,1,0,0,0,0,690740.7077,5340297.2212,11.566394822,48.187247035,0,1,#66c2a5,bicycle
7800,163160,"9,20050900854215E+018",9,1,62,0,2020,5,14,7,3,5,2,0,1,1,0,0,0,0,688329.5939,5336391.6053,11.532256729,48.152862301,0,1,#66c2a5,bicycle
7801,163161,"9,20051400858217E+018",9,1,62,0,2020,5,18,5,3,0,1,0,1,0,0,0,0,0,688967.7689,5337171.8154,11.541175304,48.159685605,0,1,#66c2a5,bicycle
7802,163162,"9,20050900851415E+018",9,1,62,0,2020,5,19,7,3,0,7,0,1,0,0,0,0,0,688583.4782,5334971.1498,11.535037757,48.140019822,0,1,#66c2a5,bicycle
7803,163163,"9,20050900851115E+018",9,1,62,0,2020,5,13,7,3,0,1,0,1,0,0,0,0,0,691182.7436,5334058.6405,11.569532711,48.13104261,0,1,#66c2a5,bicycle
7804,163164,"9,20051300121514E+018",9,1,81,121,2020,5,10,4,3,5,3,0,0,1,0,0,0,0,636791.0472,5310716.5168,10.831508299,47.935156294,1,2,#fc8d62,car
7805,163165,"9,20051300858217E+018",9,1,62,0,2020,5,16,4,3,0,1,0,0,0,0,1,0,0,692140253,5335223269,11.582913607,48.141221764,1,4,#e78ac3,marker
7806,163169,"9,20051400852218E+018",9,1,62,0,2020,5,20,5,3,5,3,1,1,1,0,0,0,0,693422.3143,5335213.5561,11.600125413,48.140746028,0,1,#66c2a5,bicycle
7807,163171,"9,20051300121315E+018",9,1,88,124,2020,5,17,4,3,0,7,0,1,1,0,0,0,0,659047.1845,5322108.8898,11.133518025,48.032447804,0,1,#66c2a5,bicycle
7808,163173,"9,20051400857115E+018",9,1,62,0,2020,5,23,5,3,1,6,2,0,1,0,0,0,0,686219.9868,5333634.7196,11.502713925,48.128703584,1,2,#fc8d62,car
7809,163174,"9,20050900740115E+018",9,7,77,164,2020,5,12,7,2,8,1,0,0,0,0,1,0,0,623840.7027,5312871.0754,10.658814079,47.957167221,0,4,#e78ac3,marker
7810,163175,"9,20051300120915E+018",9,1,79,145,2020,5,21,4,3,0,7,2,1,0,0,0,0,0,674834.8306,5338084.0649,11.351668107,48.17192951,1,1,#66c2a5,bicycle
7811,163176,"9,20051300120915E+018",9,1,88,121,2020,5,16,4,3,5,2,0,1,0,0,0,0,0,670247.2659,5331853.5118,11.287522026,48.117163714,0,1,#66c2a5,bicycle
7812,163178,"9,20051300120115E+018",9,1,74,115,2020,5,18,4,3,5,2,0,1,1,0,0,0,0,682818.0745,5347744259,11.463112182,48.256514474,1,1,#66c2a5,bicycle
7813,163180,"9,20050900717023E+018",9,7,61,0,2020,5,15,7,3,2,6,0,0,1,0,0,0,0,641973.0834,5360692.0923,10.917531809,48.383406328,0,2,#fc8d62,car
7814,163181,"9,20050900715019E+018",9,7,61,0,2020,5,9,7,3,5,7,0,1,1,0,0,0,0,641495.3129,5357499.0436,10.910008292,48.354803059,0,1,#66c2a5,bicycle
7815,163182,"9,20050900710614E+018",9,7,61,0,2020,5,17,7,3,8,7,0,1,0,0,0,0,0,637423.8593,5352789.4258,10.853543079,48.313353642,0,1,#66c2a5,bicycle
7816,163183,"9,20050900710416E+018",9,7,61,0,2020,5,21,7,3,0,7,2,1,1,0,0,0,0,639510301,5360069.8544,10.884081033,48.378360803,1,1,#66c2a5,bicycle
7817,163184,"9,20051200858216E+018",9,1,62,0,2020,5,8,3,3,0,7,0,0,0,1,0,0,1,692282.6068,5338125.7113,11.586136655,48.167265256,0,3,#8da0cb,toilet
7818,163185,"9,20050900710115E+018",9,7,71,158,2020,5,23,7,3,0,7,2,0,0,0,1,0,0,643067.7417,5370908.0559,10.93579478,48.47501464,0,4,#e78ac3,marker
7819,163186,"9,20051200858216E+018",9,1,62,0,2020,5,18,3,3,5,3,0,0,1,0,1,0,0,686214.0,5334856043,11.503167393,48.139683056,0,2,#fc8d62,car
7820,163188,"9,20051200858215E+018",9,1,62,0,2020,5,15,3,3,3,2,0,1,1,0,0,0,0,689078.9473,5332578.0022,11.540629473,48.118362875,0,1,#66c2a5,bicycle
7821,163194,"9,20051200858215E+018",9,1,62,0,2020,5,14,3,3,0,7,0,1,0,0,0,0,0,693068.8173,5338788.2401,11.597000514,48.172981552,0,1,#66c2a5,bicycle
7822,163196,"9,20051200854716E+018",9,1,62,0,2020,5,7,3,3,0,7,0,0,0,0,0,0,1,695638642,5343154707,11.633541524,48.211438822,0,6,#ffd92f,circle
7823,163198,"9,20051500120115E+018",9,1,74,115,2020,5,12,6,3,1,7,0,0,1,0,0,0,0,681965.7025,5348854.3737,11.452116581,48.2667381,0,2,#fc8d62,car
7824,163201,"9,20051500121315E+018",9,1,88,124,2020,5,11,6,3,6,4,0,0,1,1,0,0,0,661953.7805,5318092.4129,11.170962385,47.995606419,1,2,#fc8d62,car
7825,163204,"9,20051200851217E+018",9,1,62,0,2020,5,14,3,3,3,6,0,1,0,0,0,0,0,691634.6028,5335392.5473,11.576199538,48.142895707,0,1,#66c2a5,bicycle
7826,163205,"9,20051300858216E+018",9,1,62,0,2020,5,8,4,3,1,5,0,1,0,0,0,0,1,691580.1045,5334066.0249,11.57487105,48.130989503,1,1,#66c2a5,bicycle
7827,163209,"9,20051400858215E+018",9,1,62,0,2020,5,13,5,3,5,3,0,1,1,0,0,0,0,691128743,5334247272,11.568892305,48.132754234,0,1,#66c2a5,bicycle
7828,163213,"9,20051200851116E+018",9,1,62,0,2020,5,10,3,3,1,5,0,1,1,0,0,0,0,692078.6825,5334945.5759,11.581961554,48.138744498,0,1,#66c2a5,bicycle
7829,163214,"9,20050900161915E+018",9,1,73,120,2020,5,14,7,3,5,3,0,1,1,0,0,0,0,690170.7538,5308022679,11.544398764,47.897328241,0,1,#66c2a5,bicycle
7830,163223,"9,20051800131318E+018",9,1,86,143,2020,5,18,2,3,6,4,0,0,1,1,0,0,0,685242.0285,5378378.7408,11.509248892,48.531152594,0,2,#fc8d62,car
7831,163228,"9,20051800852217E+018",9,1,62,0,2020,5,18,2,2,4,6,0,1,0,0,0,0,0,693633.5702,5335138.7746,11.602928232,48.140009663,0,1,#66c2a5,bicycle
7832,163229,"9,20051600858218E+018",9,1,62,0,2020,5,10,7,3,5,7,0,1,1,0,0,0,0,688569.5365,5332295.9607,11.53366681,48.115978887,0,1,#66c2a5,bicycle
7833,163231,"9,20051700858216E+018",9,1,62,0,2020,5,19,1,2,0,7,0,1,0,0,0,0,0,679703985,5338541994,11.417296043,48.174687741,0,1,#66c2a5,bicycle
7834,163232,"9,20051800857115E+018",9,1,62,0,2020,5,12,2,3,0,7,0,0,0,1,0,0,1,690949.6954,5331490.1813,11.565253452,48.10802734,0,3,#8da0cb,toilet
7835,163234,"9,20051800110718E+018",9,1,78,140,2020,5,19,2,2,0,1,0,1,0,0,0,0,0,706504.6092,5363276.0126,11.78947775,48.388808612,0,1,#66c2a5,bicycle
7836,163235,"9,20051900120115E+018",9,1,74,115,2020,5,18,3,3,2,6,0,0,1,0,0,0,0,684921.3315,5347612.8054,11.491364307,48.254722681,0,2,#fc8d62,car
7837,163236,"9,20051600210916E+018",9,2,61,0,2020,5,13,7,3,0,1,0,1,0,0,0,0,0,730513.4089,5381165.0334,12.12317051,48.541193273,0,1,#66c2a5,bicycle
7838,163240,"9,20051600857116E+018",9,1,62,0,2020,5,23,7,3,3,7,2,0,1,0,0,0,1,690662881,5338411904,11.564502948,48.170325393,0,2,#fc8d62,car
7839,163242,"9,20051700852718E+018",9,1,84,131,2020,5,17,1,3,5,3,0,1,0,0,0,0,0,704952.0382,5339832.9805,11.75716095,48.178649551,0,1,#66c2a5,bicycle
7840,163247,"9,20051800710415E+018",9,7,61,0,2020,5,11,2,3,0,7,0,1,0,0,0,0,0,640979.5435,5359354.3487,10.903671822,48.371600665,0,1,#66c2a5,bicycle
7841,163248,"9,20051600141317E+018",9,1,63,0,2020,5,11,7,3,0,1,0,0,0,0,1,0,0,731440.6613,5304182158,12.09375602,47.849270706,0,4,#e78ac3,marker
7842,163252,"9,20051600852216E+018",9,1,62,0,2020,5,18,7,3,2,6,0,0,1,0,1,0,0,695799.1425,5335957.5732,11.632383849,48.146705904,0,2,#fc8d62,car
7843,163257,"9,20051700141315E+018",9,1,63,0,2020,5,17,1,3,0,1,0,1,0,0,0,0,0,733218.88,5306554775,12.11876931,47.869943838,0,1,#66c2a5,bicycle
7844,163259,"9,20051600710718E+018",9,7,61,0,2020,5,17,7,3,5,3,0,1,1,0,0,0,0,642058.86,5360982159,10.918787727,48.385995161,0,1,#66c2a5,bicycle
7845,163262,"9,20051900210919E+018",9,2,61,0,2020,5,7,3,3,0,1,0,1,0,0,0,0,0,732742.1153,5380777871,12.153103092,48.536892894,0,1,#66c2a5,bicycle
7846,163264,"9,20051800210916E+018",9,2,61,0,2020,5,18,2,3,0,1,0,1,0,0,0,0,0,732941.8176,5381497.6074,12.156206618,48.543283967,0,1,#66c2a5,bicycle
7847,163266,"9,20051700711315E+018",9,7,61,0,2020,5,16,1,3,5,3,0,0,1,0,0,0,0,638226838,5358553921,10.86625918,48.365012286,0,2,#fc8d62,car
7848,163267,"9,20051600121915E+018",9,1,88,137,2020,5,10,7,3,0,1,0,1,0,0,0,0,0,672230.9598,5314615625,11.307220118,47.96166511,0,1,#66c2a5,bicycle
